"search-number","evaluation","scale-down-pop*","town*","free-space*","always-search*","tie-houses-to-religion*","data-source*","threshold-sd*","ethnicity*","religion*","measure*","threshold-mean*","color-axis-max*","turnover*","beta-eth*","beta-rel*","neighbor-weight*","others-ignore-ethn*","stop-tick*","always-move*","ethn-rel-recommendations*","dissimilarity-religion*","num-replicates","best-fitness-so-far","recheck-replications","best-fitness-rechecked"
"1","10","100","""Jakarta""","0.05","false","false","""simulation (dynamic)""","0.1","""CHINESE""","""OTHER""","""ethnicity fraction""","0.3","1","0","8","20","0.17","true","1000","false","true","""all""","10","0.004964201155975074","1","-0.06117840782478899"
"1","30","100","""Jakarta""","0.05","false","false","""simulation (dynamic)""","0.1","""CHINESE""","""OTHER""","""ethnicity fraction""","0.3","1","0","8","16","0.17","true","1000","false","true","""all""","10","0.015738979350835767","1","-0.02441732690813457"
"1","40","100","""Jakarta""","0.05","false","false","""simulation (dynamic)""","0.1","""CHINESE""","""OTHER""","""ethnicity fraction""","0.3","1","0","8","4","0.17","true","1000","false","true","""all""","10","0.02544477512618019","1","7.2759676913317E-4"
"2","10","100","""Jakarta""","0.05","false","true","""simulation (dynamic)""","0.1","""CHINESE""","""OTHER""","""ethnicity fraction""","0.3","1","0","8","16","0.17","true","1000","false","true","""all""","10","0.026985904756755042","1","-0.024389847862440018"
"3","10","100","""Jakarta""","0.05","false","true","""simulation (dynamic)""","0.1","""CHINESE""","""OTHER""","""ethnicity fraction""","0.3","1","0","8","4","0.17","true","1000","false","true","""all""","10","-0.016350371394745555","1","-7.857430908735271E-4"
"3","20","100","""Jakarta""","0.05","false","true","""simulation (dynamic)""","0.1","""CHINESE""","""OTHER""","""ethnicity fraction""","0.3","1","0","8","8","0.17","true","1000","false","true","""all""","10","7.270225505830778E-4","1","0.031088600076804366"
"3","40","100","""Jakarta""","0.05","false","true","""simulation (dynamic)""","0.1","""CHINESE""","""OTHER""","""ethnicity fraction""","0.3","1","0","8","16","0.17","true","1000","false","true","""all""","10","0.014520599811548587","1","0.0221930823645263"
"4","10","100","""Jakarta""","0.05","false","false","""simulation (dynamic)""","0.1","""CHINESE""","""OTHER""","""ethnicity fraction""","0.3","1","0","8","4","0.17","true","1000","false","true","""all""","10","0.022445821667397923","1","-0.06330971145375734"
"5","10","100","""Jakarta""","0.05","false","true","""simulation (dynamic)""","0.1","""CHINESE""","""OTHER""","""ethnicity fraction""","0.3","1","0","8","20","0.17","true","1000","false","true","""all""","10","-0.005475502599491256","1","-0.00712490229699871"
"5","30","100","""Jakarta""","0.05","false","false","""simulation (dynamic)""","0.1","""CHINESE""","""OTHER""","""ethnicity fraction""","0.3","1","0","8","20","0.17","true","1000","false","true","""all""","10","0.005951494403408322","1","0.01312838260405643"
"5","50","100","""Jakarta""","0.05","false","false","""simulation (dynamic)""","0.1","""CHINESE""","""OTHER""","""ethnicity fraction""","0.3","1","0","8","4","0.17","true","1000","false","true","""all""","10","0.00935605348215027","1","0.007491993040706736"
"5","110","100","""Jakarta""","0.05","false","true","""simulation (dynamic)""","0.1","""CHINESE""","""OTHER""","""ethnicity fraction""","0.3","1","0","8","28","0.17","true","1000","false","true","""all""","10","0.01152875326781567","1","0.07760717867905886"
"5","150","100","""Jakarta""","0.05","false","false","""simulation (dynamic)""","0.1","""CHINESE""","""OTHER""","""ethnicity fraction""","0.3","1","0","8","12","0.17","true","1000","false","true","""all""","10","0.01816368830949519","1","0.018237489343472857"
"6","10","100","""Jakarta""","0.05","false","true","""simulation (dynamic)""","0.1","""CHINESE""","""OTHER""","""ethnicity fraction""","0.3","1","0","8","4","0.17","true","1000","false","true","""all""","10","-7.217827715345438E-4","1","-0.005880570760807361"
"6","20","100","""Jakarta""","0.05","false","true","""simulation (dynamic)""","0.1","""CHINESE""","""OTHER""","""ethnicity fraction""","0.3","1","0","8","20","0.17","true","1000","false","true","""all""","10","0.021062463991858186","1","0.03155533258671114"
